Unnamed: 0,text,place,uri,collector,area,lat,lon,normtext
67935,Τα μιταξωτά βρακιά θέλουν 'πιδέξα στσέλια,"Λέσβος, Τελώνια",http://hdl.handle.net/20.500.11853/163935,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Τα μιταξωτά βρακιά θέλουν 'πιδέξα στσέλια
831,Νιρό δε θουλών,Λέσβος,http://hdl.handle.net/20.500.11853/197592,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Νιρό δε θουλών
107323,"Όπγοιους την εύρ' ας τη χαρή, μο' τη αριχιά να φέρη","Λέσβος, Πλαγιά",http://hdl.handle.net/20.500.11853/157776,"Σαρέλλης, Εμμανουήλ",Λέσβος,39.17584185,25.99891345023241,"Όπγοιους την εύρ' ας τη χαρή, μο' τη αριχιά να φέρη"
107361,Πρώτη Μαρτίου από Μαρτιού καλοκαιριά,"Λέσβος, Πλαγιά",http://hdl.handle.net/20.500.11853/278822,"Σαρέλλης, Εμμανουήλ",Λέσβος,39.17584185,25.99891345023241,Πρώτη Μαρτίου από Μαρτιού καλοκαιριά
946,Τι ανάγα΄ έχ΄ τόνα το τ΄ χέρ΄ είνι χμέσ΄ στου μέλ΄ και τάλλου μέσ΄ στου γάλα,Λέσβος,http://hdl.handle.net/20.500.11853/279903,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Τι ανάγα΄ έχ΄ τόνα το τ΄ χέρ΄  είναι χμέσ΄ στου μέλ΄ και τάλλου μέσ΄ στου γάλα
67000,"Ο ξένος μέσ' στην ξενητειά όπου κι αν πάη, ξένος, αν πάη και στον τόπο του κι εκεί ξενητεμένος","Λέσβος, Τελώνια",http://hdl.handle.net/20.500.11853/287514,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,"Ο ξένος μέσ' στην ξενητειά όπου κι αν πάη, ξένος, αν πάη και στον τόπο του κι εκεί ξενητεμένος"
67645,Σα δε γελάσ'ς ταχτέρ' μηδ' αργά,"Λέσβος, Αγιάσσος",http://hdl.handle.net/20.500.11853/163971,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Σα δε γελάσ'ς ταχτέρ' μηδ' αργά
62964,Γυμνός ημύταν τις΄ ηρίγωσα τσ΄ απ΄ το τρυπδι΄ ξεπάγιασα,"Λέσβος, Μυτιλήνη, Μιστεγνά",http://hdl.handle.net/20.500.11853/160787,"Λιουδάκη, Μαρία",Λέσβος,39.17584185,25.99891345023241,Γυμνός ημύταν τις΄ ηρίγωσα τσ΄ απ΄ το τρυπδι΄ ξεπάγιασα
61329,Άσπρους χιόν. Άσπρους σα μπαμπάτσ',"Λέσβος, Πάμφυλα",http://hdl.handle.net/20.500.11853/150836,"Κωντάρας, Περικλής Δ.",Λέσβος,39.17584185,25.99891345023241,Άσπρους χιόν. Άσπρους σα μπαμπάτσ'
976,Τουν πήρι γιάνεμους,Λέσβος,http://hdl.handle.net/20.500.11853/140833,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Τουν πήρι γιάνεμους
65491,Αυτός είνι μουνουπουτ'σμένους,"Λέσβος, Αγιάσσος",http://hdl.handle.net/20.500.11853/282637,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Αυτός  είναι μουνουπουτ'σμένους
111009,Όποιους τσνηγά πουλλοί λαγοί δεν πιάν' κανέναν,"Λέσβος, Πέτρα",http://hdl.handle.net/20.500.11853/262030,"Σταύρου, Θρ.",Λέσβος,39.17584185,25.99891345023241,Όποιους τσνηγά πουλλοί λαγοί δεν πιάν' κανέναν
761,Ι κόσμους τόχει τούμπανο κι μείς κρυφό καμάρι,Λέσβος,http://hdl.handle.net/20.500.11853/238993,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Ι κόσμους τόχει τούμπανο κι μείς κρυφό καμάρι
66594,Με τσι πουρδές ε βάφτιν αυγά,"Λέσβος, Αγιάσσος",http://hdl.handle.net/20.500.11853/262010,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Με τσι πουρδές ε βάφτιν αυγά
111020,Σία τσ' αράξαμε,"Λέσβος, Πέτρα",http://hdl.handle.net/20.500.11853/158281,"Σταύρου, Θρ.",Λέσβος,39.17584185,25.99891345023241,Σία τσ' αράξαμε
833,Νόγους είσι τσι νουγάς,Λέσβος,http://hdl.handle.net/20.500.11853/286246,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Νόγους είσι τσι νουγάς
67669,"Σαν αποθάνω από βραδής ποτές ας μη χαράξη, κι όταν θα με ταφιάσουνε ο κόσμος ας χαλάση",Λέσβος,http://hdl.handle.net/20.500.11853/261983,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,"Σαν αποθάνω από βραδής ποτές ας μη χαράξη, κι όταν θα με ταφιάσουνε ο κόσμος ας χαλάση"
954,Το αίμα νιρό δεν γίνεται κι' αν γινή δεν πίνεται,Λέσβος,http://hdl.handle.net/20.500.11853/197593,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Το αίμα νιρό δεν γίνεται κι' αν γινή δεν πίνεται
66391,Κατά το μαξούλι κι ο ταχιφάς,Λέσβος,http://hdl.handle.net/20.500.11853/201794,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Κατά το μαξούλι κι ο ταχιφάς
66430,Κλούβιο κιφάλ',Λέσβος,http://hdl.handle.net/20.500.11853/201803,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Κλούβιο κιφάλ'
944,Τέρατα τσι σημεία!,Λέσβος,http://hdl.handle.net/20.500.11853/261999,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Τέρατα τσι σημεία!
854,"Ούλα τα λόγια 'νι, μα τα μακαρόνια έχιν του φαγί",Λέσβος,http://hdl.handle.net/20.500.11853/214847,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,"Ούλα τα λόγια 'νι, μα τα μακαρόνια έχιν του φαγί"
9889,Αλλοίμονο σε κείνον που λείπ' απ' τον γάμο του,Λέσβος,http://hdl.handle.net/20.500.11853/276982,"Δήμου, Φώτιος",Λέσβος,39.17584185,25.99891345023241,Αλλοίμονο σε κείνον που λείπ' απ' τον γάμο του
111012,Παλούτσ έχ' η κωλού σ';,"Λέσβος, Πέτρα",http://hdl.handle.net/20.500.11853/262031,"Σταύρου, Θρ.",Λέσβος,39.17584185,25.99891345023241,Παλούτσ έχ' η κωλού σ';
107440,Τρώγε και μη πίνης νερό νερουλιάζ' το φαγητό,"Λέσβος, Πλαγιά",http://hdl.handle.net/20.500.11853/287230,"Σαρέλλης, Εμμανουήλ",Λέσβος,39.17584185,25.99891345023241,Τρώγε και μη πίνης νερό νερουλιάζ' το φαγητό
654,"Άρρητα θέματα, νερά κοπανισμένα",Λέσβος,http://hdl.handle.net/20.500.11853/197594,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,"Άρρητα θέματα, νερά κοπανισμένα"
61332,Γλύτουσα απ' τ' χάρ' τα νύχια,"Λέσβος, Πάμφυλα",http://hdl.handle.net/20.500.11853/164366,"Κωντάρας, Περικλής Δ.",Λέσβος,39.17584185,25.99891345023241,Γλύτουσα απ' τ' χάρ' τα νύχια
9890,"Αν κλέψης να 'ναι μάλαμα αν φας, να 'ναι περδίκι, κι αν κάνης αγαπητικιά ή να 'ναι ή να λείπη",Λέσβος,http://hdl.handle.net/20.500.11853/211810,"Δήμου, Φώτιος",Λέσβος,39.17584185,25.99891345023241,"Αν κλέψης να 'ναι μάλαμα αν φας, να 'ναι περδίκι, κι αν κάνης αγαπητικιά ή να 'ναι ή να λείπη"
731,Είνι πιρήφανος στ' αυτιά,Λέσβος,http://hdl.handle.net/20.500.11853/197585,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241, Είναι πιρήφανος στ' αυτιά
715,Έφαγα τα καταχόνια τς γης,Λέσβος,http://hdl.handle.net/20.500.11853/170186,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Έφαγα τα καταχόνια τς γης
63724,"Μήτε το διάβολο να δής, μήτε το σταυρό σου να κάμης","Λέσβος, Μυτιλήνη",http://hdl.handle.net/20.500.11853/160791,"Λιουδάκη, Μαρία",Λέσβος,39.17584185,25.99891345023241,"Μήτε το διάβολο να δής, μήτε το σταυρό σου να κάμης"
107255,Κόρακας κουράκ' μάκια 'ε βγάζ',"Λέσβος, Πλαγιά",http://hdl.handle.net/20.500.11853/272855,"Σαρέλλης, Εμμανουήλ",Λέσβος,39.17584185,25.99891345023241,Κόρακας κουράκ' μάκια 'ε βγάζ'
66597,"Μένα, μια φορά μ' γέννησ' η μάννα μ'","Λέσβος, Αγιάσσος",http://hdl.handle.net/20.500.11853/201811,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,"Μένα, μια φορά μ' γέννησ' η μάννα μ'"
821,Μπαμπούρ' στ' αυτιά σ',Λέσβος,http://hdl.handle.net/20.500.11853/197589,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Μπαμπούρ' στ' αυτιά σ'
964,Του μιλίγαλου η βανεί με' στου σπίτ',Λέσβος,http://hdl.handle.net/20.500.11853/279902,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Του μιλίγαλου η βανεί με' στου σπίτ'
725,Έχου τόνα του χέρ μέσ΄ ς του μέλ΄ τσι τ΄ άλλου μέσ΄ ΄ς του γάλα,Λέσβος,http://hdl.handle.net/20.500.11853/238933,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Έχου τόνα του χέρ μέσ΄ ς του μέλ΄ τσι τ΄ άλλου μέσ΄ ΄ς του γάλα
107428,Του κριγιάς πλιέτι μι τα κόκκαλα,"Λέσβος, Πλαγιά",http://hdl.handle.net/20.500.11853/274557,"Σαρέλλης, Εμμανουήλ",Λέσβος,39.17584185,25.99891345023241,Του κριγιάς πλιέτι μι τα κόκκαλα
107385,Σβάτι να μην άφτουν,"Λέσβος, Πλαγιά",http://hdl.handle.net/20.500.11853/262076,"Σαρέλλης, Εμμανουήλ",Λέσβος,39.17584185,25.99891345023241,Σβάτι να μην άφτουν
68466,"Τσ' λ'α τ' αυγό,αλί στ' αυγό, τσ' λά η πέτρα,αλί στ' αυγό","Λέσβος, Αγιάσσος",http://hdl.handle.net/20.500.11853/151760,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,"Τσ' λ'α τ' αυγό,αλί στ' αυγό, τσ' λά η πέτρα,αλί στ' αυγό"
879,Πιε ξύδ' να μουνοιάϊχς,Λέσβος,http://hdl.handle.net/20.500.11853/289349,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Πιε ξύδ' να μουνοιάϊχς
729,Είνι νύχ' τσι κριάς,Λέσβος,http://hdl.handle.net/20.500.11853/287835,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241, Είναι νύχ' τσι κριάς
770,Καλόμαθ' η γριά στα σύκα τσ' όλη μέρα τ' ανεζήτα,Λέσβος,http://hdl.handle.net/20.500.11853/170192,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Καλόμαθ' η γριά στα σύκα τσ' όλη μέρα τ' ανεζήτα
788,Λόγια π' τα λέγιν στου χλήδουνα,Λέσβος,http://hdl.handle.net/20.500.11853/214868,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Λόγια π' τα λέγιν στου χλήδουνα
61340,Η ουχτρός εχ΄πουλλά πουδάρια,"Λέσβος, Πάμφυλα",http://hdl.handle.net/20.500.11853/164357,"Κωντάρας, Περικλής Δ.",Λέσβος,39.17584185,25.99891345023241,Η ουχτρός εχ΄πουλλά πουδάρια
68528,Τώρα ψήλωσ' ο Θιός,"Λέσβος, Αγιάσσος",http://hdl.handle.net/20.500.11853/163980,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Τώρα ψήλωσ' ο Θιός
107326,Ότι σπείρ΄ς θα θιρίγς,"Λέσβος, Πλαγιά",http://hdl.handle.net/20.500.11853/179245,"Σαρέλλης, Εμμανουήλ",Λέσβος,39.17584185,25.99891345023241,Ότι σπείρ΄ς θα θιρίγς
107259,Κούριψι τ' αυγό πάρι μαλλί,"Λέσβος, Πλαγιά",http://hdl.handle.net/20.500.11853/157770,"Σαρέλλης, Εμμανουήλ",Λέσβος,39.17584185,25.99891345023241,Κούριψι τ' αυγό πάρι μαλλί
44623,"Κακά, ψυχρά τσ' ανάπουδα","Λέσβος, Πάμφυλα",http://hdl.handle.net/20.500.11853/268321,"Κονταράς, Περικλής Δ.",Λέσβος,39.17584185,25.99891345023241,"Κακά, ψυχρά τσ' ανάπουδα"
979,Τρις τσί γ΄ αλήθεια,Λέσβος,http://hdl.handle.net/20.500.11853/140857,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Τρις τσί γ΄ αλήθεια
107312,"Όπγοιους 'εν έχ' γέρου, γέρουν αγουρά","Λέσβος, Πλαγιά",http://hdl.handle.net/20.500.11853/182531,"Σαρέλλης, Εμμανουήλ",Λέσβος,39.17584185,25.99891345023241,"Όπγοιους 'εν έχ' γέρου, γέρουν αγουρά"
841,Όποιους αυκριέτι τς πουμενές τ' ακου;,Λέσβος,http://hdl.handle.net/20.500.11853/140837,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Όποιους αυκριέτι τς πουμενές τ' ακου;
67723,Σκαλίζ'ς τσ' αχλιές μέσ' στα μάκια σ' παγαίνουν,"Λέσβος, Τελώνια",http://hdl.handle.net/20.500.11853/262097,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Σκαλίζ'ς τσ' αχλιές μέσ' στα μάκια σ' παγαίνουν
835,Ξένα λόγια άκγι τσ'απ΄ τη βλη σ' μη βγαίν'ς,Λέσβος,http://hdl.handle.net/20.500.11853/197576,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Ξένα λόγια άκγι τσ'απ΄ τη βλη σ' μη βγαίν'ς
861,Πα στα νύχια τουν κάνου,Λέσβος,http://hdl.handle.net/20.500.11853/238923,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Πα στα νύχια τουν κάνου
67724,"Σκαλίζοντας η όρ'θα, βγάζ' τα μάτια τς","Λέσβος, Τελώνια",http://hdl.handle.net/20.500.11853/201822,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,"Σκαλίζοντας η όρ'θα, βγάζ' τα μάτια τς"
790,Λόγια προυστουπίσνα,Λέσβος,http://hdl.handle.net/20.500.11853/214838,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Λόγια προυστουπίσνα
66105,Η πίττα π' θά μί ''φράν' απ' του φούρνου φαίνιτι,"Λέσβος, Καλλονή",http://hdl.handle.net/20.500.11853/262022,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Η πίττα π' θά μί ''φράν' απ' του φούρνου φαίνιτι
849,Οπ' έχ' μυίγια μυιάζιτι,Λέσβος,http://hdl.handle.net/20.500.11853/284138,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Οπ' έχ' μυίγια μυιάζιτι
65192,Άρμιγι τσι κούριβγι ένα σκείρου πρόβατου,"Λέσβος, Τελώνια",http://hdl.handle.net/20.500.11853/151694,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Άρμιγι τσι κούριβγι ένα σκείρου πρόβατου
916,Τ' αρνί βαστώ,Λέσβος,http://hdl.handle.net/20.500.11853/140847,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Τ' αρνί βαστώ
968,Του πιδί θέλ' παίδα,Λέσβος,http://hdl.handle.net/20.500.11853/261990,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Του πιδί θέλ' παίδα
656,Αγαθός τσιιλάρς πάντα τσιιλάρς,Λέσβος,http://hdl.handle.net/20.500.11853/205305,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Αγαθός τσιιλάρς πάντα τσιιλάρς
875,Πήρε τα πουδάρια τ',Λέσβος,http://hdl.handle.net/20.500.11853/248301,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Πήρε τα πουδάρια τ'
899,Σα ντρέπισι να βάλς ένα κόσινου μπρουστά σ',Λέσβος,http://hdl.handle.net/20.500.11853/170189,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Σα ντρέπισι να βάλς ένα κόσινου μπρουστά σ'
905,"Σαν με δής έπαρέ με, σα με θέλης έχε με",Λέσβος,http://hdl.handle.net/20.500.11853/197581,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,"Σαν με δής έπαρέ με, σα με θέλης έχε με"
67497,Πιάσ' τον αξ'πόλ'το πάρ' τα παπούτσια τ',"Λέσβος, Πέτρα",http://hdl.handle.net/20.500.11853/201785,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Πιάσ' τον αξ'πόλ'το πάρ' τα παπούτσια τ'
107308,Όπ' έχει γυιο μουνουγιννή του Μα πανί να μη δγιασκή,"Λέσβος, Πλαγιά",http://hdl.handle.net/20.500.11853/262047,"Σαρέλλης, Εμμανουήλ",Λέσβος,39.17584185,25.99891345023241,Όπ' έχει γυιο μουνουγιννή του Μα πανί να μη δγιασκή
110996,Καλόπιασσι του στσύλου τσι βάστα τσι του ραβδί σ',"Λέσβος, Πέτρα",http://hdl.handle.net/20.500.11853/262037,"Σταύρου, Θρ.",Λέσβος,39.17584185,25.99891345023241,Καλόπιασσι του στσύλου τσι βάστα τσι του ραβδί σ'
902,Σα'  βρεμέν'  όρνθα,Λέσβος,http://hdl.handle.net/20.500.11853/140832,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Σα'  βρεμέν'  όρνθα
926,"Τα λόγια 'ναι σα τα κιράσα πας να πάρ'ς ένα, τσι τραβάς πουλλά",Λέσβος,http://hdl.handle.net/20.500.11853/214844,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,"Τα λόγια 'ναι σα τα κιράσα πας να πάρ'ς ένα, τσι τραβάς πουλλά"
760,Ι καλός καλό δε βλέπ',Λέσβος,http://hdl.handle.net/20.500.11853/214865,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Ι καλός καλό δε βλέπ'
107357,Πότι πρόκουψ' η καϊγμέν' του Σαββάτου η προυκουμέν',"Λέσβος, Πλαγιά",http://hdl.handle.net/20.500.11853/262070,"Σαρέλλης, Εμμανουήλ",Λέσβος,39.17584185,25.99891345023241,Πότι πρόκουψ' η καϊγμέν' του Σαββάτου η προυκουμέν'
800,Μέσα σι μια σταλαματιά νιρό κόντιψι να πνιγή,Λέσβος,http://hdl.handle.net/20.500.11853/239006,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Μέσα σι μια σταλαματιά νιρό κόντιψι να πνιγή
61357,Χρόνους είν' η μέρα,"Λέσβος, Πάμφυλα",http://hdl.handle.net/20.500.11853/164369,"Κωντάρας, Περικλής Δ.",Λέσβος,39.17584185,25.99891345023241,Χρόνους είν' η μέρα
670,Απ' τα νύχια ως κουρφή,Λέσβος,http://hdl.handle.net/20.500.11853/238922,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Απ' τα νύχια ως κουρφή
67516,Πότ' η νύφη αγλήγορη; Το Σαββάτο το βραδύ,"Λέσβος, Αγιάσσος",http://hdl.handle.net/20.500.11853/262008,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Πότ' η νύφη αγλήγορη; Το Σαββάτο το βραδύ
9905,Ξέρει του Μ'λ΄ρι ποιον έχει πατέρα;,Λέσβος,http://hdl.handle.net/20.500.11853/290196,"Δήμου, Φώτιος",Λέσβος,39.17584185,25.99891345023241,Ξέρει του Μ'λ΄ρι ποιον έχει πατέρα;
901,"Σα σου δίνη χέρι Λάμπρο, ξαναπέρασ' απ' την Άνδρο",Λέσβος,http://hdl.handle.net/20.500.11853/238930,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,"Σα σου δίνη χέρι Λάμπρο, ξαναπέρασ' απ' την Άνδρο"
66067,Η Μανώλης με τα λόγια κάν' ανώγεια κι κατώγεια,"Λέσβος, Αγιάσσος",http://hdl.handle.net/20.500.11853/201817,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Η Μανώλης με τα λόγια κάν' ανώγεια κι κατώγεια
61337,Η γρίνια η πουλλή είνι γουρσουζιά,"Λέσβος, Πάμφυλα",http://hdl.handle.net/20.500.11853/164356,"Κωντάρας, Περικλής Δ.",Λέσβος,39.17584185,25.99891345023241,Η γρίνια η πουλλή  είναι γουρσουζιά
931,Τα λόγια πουτέ δε σουνόντιν,Λέσβος,http://hdl.handle.net/20.500.11853/214860,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Τα λόγια πουτέ δε σουνόντιν
111032,Τσ' αγιάς Μαρίνας σύκον τσι τ' λτρουπιού σταφύλι,"Λέσβος, Πέτρα",http://hdl.handle.net/20.500.11853/158288,"Σταύρου, Θρ.",Λέσβος,39.17584185,25.99891345023241,Τσ' αγιάς Μαρίνας σύκον τσι τ' λτρουπιού σταφύλι
648,Άνιμους στη βράκα κι αγέρας στα πανιά σ' κι' ένα πουλί πιτούμενον να μη φανή μπροστά σου,Λέσβος,http://hdl.handle.net/20.500.11853/140836,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Άνιμους στη βράκα κι αγέρας στα πανιά σ' κι' ένα πουλί πιτούμενον να μη φανή μπροστά σου
66763,"Νοέμβρη, νόγα και σπέρνε Δικέμβρη, δίκια σπέρνε","Λέσβος, Τελώνια",http://hdl.handle.net/20.500.11853/285695,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,"Νοέμβρη, νόγα και σπέρνε Δικέμβρη, δίκια σπέρνε"
61351,Σαν ανήμερον θηρίον κάν΄ς,"Λέσβος, Πάμφυλα",http://hdl.handle.net/20.500.11853/164368,"Κωντάρας, Περικλής Δ.",Λέσβος,39.17584185,25.99891345023241,Σαν ανήμερον θηρίον κάν΄ς
787,Λόγια π' δεν έχιν σ νόρ ς,Λέσβος,http://hdl.handle.net/20.500.11853/214826,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Λόγια π' δεν έχιν σ νόρ ς
659,Ακούιτι ένας λόγους,Λέσβος,http://hdl.handle.net/20.500.11853/214840,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Ακούιτι ένας λόγους
742,Η γλυκειά γλώσσα βγάζ' του φίδ' απ' τ' τρύπα,Λέσβος,http://hdl.handle.net/20.500.11853/166019,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Η γλυκειά γλώσσα βγάζ' του φίδ' απ' τ' τρύπα
1848,Μήδ αυτί δεν απόμ΄νι,Λέσβος,http://hdl.handle.net/20.500.11853/194859,"Ανδριώτης, Νικόλαος Π.",Λέσβος,39.17584185,25.99891345023241,Μήδ αυτί δεν απόμ΄νι
827,Να του κριμάχ'ς στ' αυτί τ',Λέσβος,http://hdl.handle.net/20.500.11853/140849,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Να του κριμάχ'ς στ' αυτί τ'
111018,Σα δεν του πιστεύγις βάλι μια πστιά,"Λέσβος, Πέτρα",http://hdl.handle.net/20.500.11853/200123,"Σταύρου, Θρ.",Λέσβος,39.17584185,25.99891345023241,Σα δεν του πιστεύγις βάλι μια πστιά
66760,Νιός καρπός καινούργιο φως,"Λέσβος, Τελώνια",http://hdl.handle.net/20.500.11853/269607,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Νιός καρπός καινούργιο φως
860,"Ουβριός σα παντα κιάν', τα παλαιά τιφτέρια πιάν'",Λέσβος,http://hdl.handle.net/20.500.11853/170172,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,"Ουβριός σα παντα κιάν', τα παλαιά τιφτέρια πιάν'"
685,Αυτός είναι πάλι αλνού παπά βγατζέλια,Λέσβος,http://hdl.handle.net/20.500.11853/140823,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Αυτός είναι πάλι αλνού παπά βγατζέλια
819,Μιτσμένα λόγια,Λέσβος,http://hdl.handle.net/20.500.11853/214827,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Μιτσμένα λόγια
852,Ούλα σύστρηφα τσί νύφ' αγγαστρωμέν',Λέσβος,http://hdl.handle.net/20.500.11853/170182,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Ούλα σύστρηφα τσί νύφ' αγγαστρωμέν'
930,Τα λόγια πουτέ δε σουμό δεν έχιν,Λέσβος,http://hdl.handle.net/20.500.11853/214859,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Τα λόγια πουτέ δε σουμό δεν έχιν
107451,"Φουνή λαού, ουργή θιού","Λέσβος, Πλαγιά",http://hdl.handle.net/20.500.11853/276524,"Σαρέλλης, Εμμανουήλ",Λέσβος,39.17584185,25.99891345023241,"Φουνή λαού, ουργή θιού"
945,"Της μαλάκας ο τσιγάρους γίνεται χονδρός, μιγάλους",Λέσβος,http://hdl.handle.net/20.500.11853/205314,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,"Της μαλάκας ο τσιγάρους γίνεται χονδρός, μιγάλους"
823,Μυίγια δε γέρν' στού σπαθί τ',Λέσβος,http://hdl.handle.net/20.500.11853/284137,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,Μυίγια δε γέρν' στού σπαθί τ'
81256,Να σου πω τα ούλα και τα γενούμενα,Λέσβος,http://hdl.handle.net/20.500.11853/275539,"Μυλωνάς, Κυριάκος",Λέσβος,39.17584185,25.99891345023241,Να σου πω τα ούλα και τα γενούμενα
769,"Καλά μνιά φουρά ειπι τσι γι' Ουβριός να καν' ταξήδ', έτυχε Σάββατου",Λέσβος,http://hdl.handle.net/20.500.11853/261989,"Αναγνώστου, Σ.",Λέσβος,39.17584185,25.99891345023241,"Καλά μνιά φουρά ειπι τσι γι' Ουβριός να καν' ταξήδ', έτυχε Σάββατου"
67873,Τ' ατζά γινήκαν θυνιατήρ' κι τα σκατά λιβάν',"Λέσβος, Αγιάσσος",http://hdl.handle.net/20.500.11853/163966,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Τ' ατζά γινήκαν θυνιατήρ' κι τα σκατά λιβάν'
111023,Τ έν η κάβουρας τ' έν' του ζ'μί τ',"Λέσβος, Πέτρα",http://hdl.handle.net/20.500.11853/160533,"Σταύρου, Θρ.",Λέσβος,39.17584185,25.99891345023241,Τ έν η κάβουρας τ' έν' του ζ'μί τ'
65996,Η γέρος διμονίζεται κι' η γ'γιά πηδά τα κάρ'να,"Λέσβος, Τελώνια",http://hdl.handle.net/20.500.11853/163894,"Λουκάτος, Δημήτριος Σ.",Λέσβος,39.17584185,25.99891345023241,Η γέρος διμονίζεται κι' η γ'γιά πηδά τα κάρ'να
